"HOUSEID","WTHHFIN","WTHHFIN5D","WTHHFIN2D","NUMADLT","HOMEOWN","HOMETYPE","RAIL","CENSUS_D","CENSUS_R","HH_HISP","DRVRCNT","CNTTDHH","CDIVMSAR","FLAG100","HHFAMINC","HHFAMINC_IMP","HH_RACE","HHSIZE","HHVEHCNT","HHRELATD","LIF_CYC","MSACAT","MSASIZE","TRAVDAY","URBAN","URBANSIZE","URBRUR","PPT517","YOUNGCHILD","RESP_CNT","URBRUR_2010","TDAYDATE","WRKCOUNT","STRATUMID"
"9000213992",21443.767513,0,64676.133838,3,"01","01","02","02","01","02",3,23,"23","01","08","08","01",3,4,"01","10","03","02","07","01","02","01",0,0,3,"01","202301",1,"1023"
"9000213993",46676.981314,63034.933017,0,4,"02","04","02","05","03","02",2,5,"53","01","07","07","01",7,2,"01","04","03","02","05","01","01","01",1,2,5,"01","202301",2,"1029"
"9000214001",8545.643579,11875.036501,0,1,"03","03","02","03","02","02",1,0,"33","01","02","02","01",1,0,"02","09","03","02","05","01","02","01",0,0,1,"01","202212",0,"1025"
"9000214010",32154.96731,39533.678662,0,2,"01","04","02","06","03","02",2,0,"63","01","09","09","01",3,2,"01","08","03","01","06","04","06","02",1,0,3,"02","202301",1,"1032"
"9000214013",46860.974672,62805.254638,0,2,"03","03","02","07","03","01",2,2,"72","01","03","03","01",2,2,"01","02","02","04","04","01","03","01",0,0,2,"01","202301",1,"1033"
"9000214023",6913.3148051,0,30472.706727,2,"02","04","01","09","04","02",1,0,"91","01","05","05","03",2,2,"01","10","01","05","01","01","03","01",0,0,2,"01","202301",0,"1037"
"9000214027",5195.6211988,6917.5534489,0,1,"01","02","02","01","01","02",1,0,"13","01","05","05","01",1,1,"02","09","03","03","02","01","02","01",0,0,1,"01","202212",0,"1021"
"9000214038",10341.283681,14714.09198,0,2,"01","01","02","03","02","02",2,1,"33","01","07","07","01",2,3,"01","02","03","01","05","04","06","02",0,0,2,"02","202212",1,"1026"
"9000214062",2233.9223701,2790.3752336,0,2,"02","01","02","03","02","02",2,5,"33","01","06","06","01",2,2,"01","10","03","03","02","01","02","01",0,0,2,"01","202301",1,"1025"
"9000214082",7426.4225033,0,23066.188871,1,"01","01","02","03","02","02",1,3,"33","01","07","07","01",1,2,"02","01","03","03","01","01","02","01",0,0,1,"01","202212",1,"1025"
"9000214108",25090.781442,37699.895734,0,2,"03","03","02","05","03","02",2,4,"53","01","07","07","02",2,1,"01","02","03","03","04","01","02","01",0,0,2,"01","202212",2,"1029"
"9000214115",3032.740797,3741.8980724,0,2,"02","01","01","05","03","02",2,0,"51","01","06","06","01",2,2,"01","10","01","05","02","04","06","02",0,0,2,"01","202301",1,"1029"
"9000214163",14972.522772,23506.264196,0,2,"02","01","02","07","03","02",2,6,"73","01","09","09","01",2,4,"01","10","03","02","04","02","06","01",0,0,2,"01","202212",1,"1033"
"9000214182",6968.0293802,9687.6139339,0,3,"02","01","02","03","02","02",2,3,"33","01","06","06","01",4,1,"01","06","03","03","05","01","03","01",1,0,4,"01","202212",2,"1025"
"9000214184",15120.803846,26094.493256,0,2,"02","01","01","03","02","02",2,2,"31","01","10","10","01",3,4,"01","04","01","05","03","01","04","01",0,1,2,"01","202212",1,"1025"
"9000214186",2866.6431699,3623.1385977,0,1,"01","01","02","08","04","02",1,4,"83","01","04","04","01",1,3,"02","09","03","01","02","02","06","01",0,0,1,"01","202301",0,"1035"
"9000214187",6383.8990845,9197.8714652,0,1,"03","03","02","03","02","02",1,2,"33","01","06","06","01",1,1,"02","01","03","03","03","01","02","01",0,0,1,"01","202212",1,"1025"
"9000214189",6586.7622232,9159.2343531,0,2,"01","01","02","09","04","02",2,2,"92","01","08","08","01",2,2,"01","10","02","04","02","01","05","01",0,0,2,"01","202301",0,"1037"
"9000214209",5830.2197624,9364.3246301,0,3,"01","01","02","04","02","02",3,2,"43","01","10","10","01",5,5,"01","06","03","01","02","02","06","01",2,0,5,"02","202301",2,"1028"
"9000214217",4012.7891781,5678.037701,0,2,"02","02","02","03","02","02",2,10,"33","01","06","06","01",2,2,"01","10","03","01","04","01","01","01",0,0,2,"01","202212",0,"1025"
"9000214223",9561.9213629,16282.219976,0,2,"01","01","02","06","03","02",2,4,"62","01","10","10","01",2,2,"01","02","02","04","03","01","05","01",0,0,2,"01","202212",2,"1031"
"9000214256",17209.343213,29498.765082,0,2,"01","01","02","04","02","02",2,0,"43","01","08","08","01",3,2,"01","06","03","01","02","04","06","02",1,0,3,"02","202212",2,"1028"
"9000214283",16430.182354,0,59531.457564,2,"03","03","02","02","01","02",2,0,"23","01","03","03","01",2,1,"01","02","03","03","07","04","06","02",0,0,2,"02","202212",1,"1024"
"9000214290",10523.856552,14648.45453,0,1,"01","01","02","05","03","02",1,0,"53","01","06","06","02",1,1,"02","09","03","02","02","01","02","01",0,0,1,"01","202212",0,"1029"
"9000214291",1924.78392,2751.7658947,0,2,"01","01","02","01","01","02",2,7,"13","01","07","07","01",2,4,"01","02","03","01","05","01","02","01",0,0,2,"01","202212",2,"1021"
"9000214300",5427.8057965,8275.3134162,0,2,"01","01","01","02","01","02",2,12,"21","01","-7","08","01",3,2,"01","08","01","05","04","01","04","01",1,0,3,"01","202212",2,"1023"
"9000214303",20219.489093,27660.384865,0,3,"01","01","02","07","03","02",3,13,"72","01","06","06","01",3,6,"01","10","02","04","06","01","05","01",0,0,3,"01","202301",2,"1033"
"9000214304",3298.0759543,4480.4720672,0,2,"03","03","01","05","03","02",2,6,"51","01","05","05","01",2,1,"01","02","01","05","03","01","04","01",0,0,2,"01","202212",1,"1029"
"9000214326",9125.2674856,13124.046167,0,2,"01","01","02","02","01","02",2,4,"23","01","06","06","01",3,2,"01","06","03","01","02","04","06","02",1,0,3,"02","202212",2,"1024"
"9000214327",19152.186849,26887.914412,0,2,"01","01","01","03","02","02",2,15,"31","01","11","11","01",5,2,"01","06","01","05","04","01","04","01",3,0,5,"01","202301",2,"1025"
"9000214329",13411.189178,21290.247657,0,3,"01","02","01","02","01","02",3,4,"21","01","11","11","03",3,4,"01","08","01","05","06","01","04","01",0,0,3,"01","202212",2,"1023"
"9000214335",6159.4656143,0,23112.071442,1,"01","01","02","08","04","02",1,2,"83","01","05","05","01",1,1,"02","01","03","01","01","01","01","01",0,0,1,"01","202301",1,"1035"
"9000214341",14075.088526,20156.553888,0,1,"02","01","02","09","04","02",1,2,"92","01","06","06","01",1,1,"02","09","02","05","03","01","05","01",0,0,1,"01","202301",0,"1037"
"9000214356",9299.7848961,13982.285541,0,1,"02","01","02","03","02","02",1,2,"33","01","04","04","01",1,1,"02","09","03","01","06","01","01","01",0,0,1,"01","202212",0,"1025"
"9000214359",18391.643184,0,55064.707232,2,"01","01","02","03","02","02",2,0,"33","01","08","08","01",4,3,"01","06","03","01","01","04","06","02",2,0,4,"02","202212",1,"1026"
"9000214360",4782.0744527,7300.864651,0,2,"02","01","02","04","02","02",2,8,"44","01","06","06","01",2,5,"01","10","04","06","03","04","06","02",0,0,2,"02","202212",0,"1028"
"9000214372",13020.529048,18671.947748,0,1,"03","03","02","01","01","02",1,4,"12","01","08","08","01",1,5,"02","01","02","04","04","01","03","01",0,0,1,"01","202212",1,"1021"
"9000214380",8759.6442258,11787.360171,0,2,"01","01","02","08","04","02",2,3,"83","01","08","08","01",2,3,"01","10","03","02","06","01","02","01",0,0,2,"01","202301",1,"1035"
"9000214381",18608.543011,28719.49912,0,2,"01","01","02","08","04","02",2,1,"83","01","06","06","01",3,3,"01","08","03","02","02","02","06","01",1,0,3,"01","202301",0,"1035"
"9000214388",5126.6965976,7106.1946541,0,2,"02","01","02","03","02","02",1,0,"33","01","07","07","01",2,1,"01","10","03","01","05","02","06","01",0,0,2,"01","202212",0,"1025"
"9000214392",5830.837249,0,26402.944196,1,"01","03","02","04","02","02",1,2,"43","01","04","04","01",1,1,"02","01","03","03","01","01","03","01",0,0,1,"01","202212",1,"1027"
"9000214405",13295.947359,17785.813848,0,3,"02","01","02","04","02","02",2,2,"42","01","04","04","01",6,1,"01","06","02","04","02","04","06","02",3,0,6,"02","202301",1,"1028"
"9000214419",13254.195875,19476.327916,0,1,"02","01","02","05","03","02",1,2,"52","01","09","09","01",1,1,"02","09","02","04","06","01","05","01",0,0,1,"01","202301",1,"1029"
"9000214427",4108.7242609,5626.5843382,0,2,"02","01","02","09","04","02",2,0,"93","01","06","06","01",2,3,"01","10","03","01","02","02","06","01",0,0,2,"01","202301",0,"1037"
"9000214435",11587.219553,16470.932368,0,1,"02","01","01","03","02","02",1,2,"31","01","04","04","01",1,2,"02","09","01","04","03","01","04","01",0,0,1,"01","202212",0,"1025"
"9000214443",11516.49901,0,70640.75715,2,"01","01","02","06","03","02",2,3,"63","01","08","08","01",2,2,"01","02","03","01","07","02","06","01",0,0,2,"02","202212",1,"1032"
"9000214457",11063.421356,15698.933362,0,2,"01","01","02","09","04","02",2,8,"93","01","09","09","01",4,2,"01","06","03","01","06","01","01","01",2,0,4,"01","202301",2,"1037"
"9000214465",6594.5573427,8814.3051419,0,1,"02","01","02","02","01","02",1,2,"23","01","04","04","01",1,1,"02","09","03","02","05","02","06","01",0,0,1,"01","202212",0,"1023"
"9000214482",7672.7362289,0,21129.114554,2,"02","01","01","05","03","02",2,0,"51","01","11","11","01",2,2,"01","10","01","05","01","01","04","01",0,0,2,"01","202301",1,"1029"
"9000214530",48210.563512,68540.45071,0,1,"01","01","02","03","02","01",1,3,"32","01","06","06","02",1,1,"02","01","02","04","03","01","05","01",0,0,1,"01","202212",1,"1025"
"9000214542",16559.278175,26911.75017,0,2,"02","01","02","02","01","02",2,5,"23","01","10","10","01",2,2,"01","10","03","03","05","01","03","01",0,0,2,"01","202301",0,"1023"
"9000214554",35880.2933,0,116098.00422,2,"02","01","02","03","02","02",1,6,"33","01","07","07","01",2,1,"01","10","03","01","07","01","01","01",0,0,2,"01","202301",0,"1025"
"9000214572",26889.048433,28178.926795,0,4,"03","01","02","06","03","02",3,4,"63","01","05","05","01",4,2,"02","10","03","03","03","04","06","02",0,0,4,"02","202301",3,"1032"
"9000214588",21050.364184,27305.683714,0,1,"02","01","02","03","02","02",1,2,"32","01","07","07","01",1,2,"02","09","02","05","04","01","05","01",0,0,1,"01","202301",0,"1025"
"9000214591",4152.5815908,6285.5354874,0,1,"01","02","02","09","04","02",1,2,"92","01","08","08","01",1,3,"02","01","02","04","04","01","05","01",0,0,1,"01","202212",1,"1037"
"9000214596",8540.9127442,13552.908327,0,2,"02","01","02","03","02","02",2,3,"32","01","06","06","01",2,3,"01","10","02","04","04","01","05","01",0,0,2,"01","202212",1,"1025"
"9000214602",44109.766684,0,129385.65729,3,"01","01","02","04","02","02",2,27,"42","01","08","08","01",3,2,"01","02","02","05","07","02","06","01",0,0,3,"01","202212",3,"1027"
"9000214624",12064.129569,17072.021088,0,1,"01","01","02","09","04","02",1,0,"92","01","04","04","01",1,1,"02","01","02","05","06","01","05","01",0,0,1,"01","202212",0,"1037"
"9000214634",43231.705792,61358.741667,0,2,"02","01","02","09","04","02",2,2,"92","01","11","11","03",2,2,"01","10","02","05","06","01","05","01",0,0,2,"01","202301",0,"1037"
"9000214645",16361.425054,22220.562183,0,1,"03","03","01","03","02","02",1,4,"31","01","04","04","01",1,1,"02","01","01","05","04","01","01","01",0,0,1,"01","202212",1,"1025"
"9000214670",17649.994931,25773.00651,0,1,"02","01","02","04","02","02",1,2,"44","01","03","03","01",1,1,"02","09","04","06","04","04","06","02",0,0,1,"02","202301",0,"1028"
"9000214676",5869.1212351,9941.0946157,0,2,"02","01","01","05","03","02",2,3,"51","01","11","11","01",2,2,"01","10","01","04","02","01","04","01",0,0,2,"01","202212",2,"1029"
"9000214694",5071.245774,7252.554709,0,1,"02","01","02","03","02","02",1,3,"32","01","06","06","01",1,1,"02","01","02","04","05","04","06","02",0,0,1,"02","202212",1,"1026"
"9000214706",6550.1201567,0,20275.050914,3,"01","01","02","02","01","02",3,12,"23","01","07","07","01",4,4,"01","06","03","01","07","01","01","01",1,0,4,"01","202212",3,"1023"
"9000214714",10133.697146,0,30336.11273,2,"01","01","02","09","04","02",2,4,"92","01","11","11","03",2,2,"01","02","02","04","01","01","05","01",0,0,2,"01","202301",2,"1037"
"9000214721",21265.432172,30523.894918,0,2,"03","02","02","03","02","02",2,1,"33","01","07","07","02",2,2,"01","02","03","02","02","01","02","01",0,0,2,"02","202212",2,"1026"
"9000214730",20365.960312,25588.412102,0,2,"02","01","02","05","03","02",2,4,"53","01","04","04","02",5,2,"01","04","03","01","03","01","01","01",2,1,4,"01","202301",2,"1029"
"9000214735",4931.7078538,6597.1199458,0,1,"01","01","02","01","01","02",1,2,"12","01","05","05","01",1,2,"02","09","02","04","04","01","03","01",0,0,1,"01","202212",0,"1021"
"9000214747",19069.100131,0,62539.215402,1,"01","02","02","05","03","02",1,0,"53","01","02","02","02",1,1,"02","09","03","03","07","01","02","01",0,0,1,"01","202212",0,"1029"
"9000214752",11006.470654,15646.419304,0,2,"02","01","01","03","02","02",2,2,"31","01","04","04","01",2,2,"01","10","01","05","03","01","04","01",0,0,2,"01","202212",0,"1025"
"9000214780",20779.730056,28919.454293,0,2,"03","02","02","05","03","02",2,12,"53","01","09","09","01",2,1,"01","10","03","03","04","01","05","01",0,0,2,"01","202301",0,"1029"
"9000214782",17459.773302,21907.334508,0,2,"03","03","01","05","03","02",0,0,"51","01","04","04","01",2,0,"01","10","01","05","06","01","04","01",0,0,2,"01","202301",0,"1029"
"9000214784",7708.9208547,10872.531755,0,2,"02","04","01","09","04","02",2,2,"91","01","07","07","01",2,2,"01","02","01","05","03","01","04","01",0,0,2,"01","202301",1,"1037"
"9000214786",5014.6833658,8158.6842403,0,2,"01","01","02","03","02","02",2,8,"32","01","11","11","01",2,2,"01","02","02","05","03","04","06","02",0,0,2,"02","202212",2,"1026"
"9000214795",3267.6013464,4809.4215157,0,2,"02","01","02","05","03","02",2,2,"52","01","08","08","01",2,4,"01","02","02","05","02","01","05","01",0,0,2,"01","202212",2,"1029"
"9000214800",8614.3262756,13148.682471,0,2,"03","03","02","09","04","02",2,2,"92","01","09","09","01",2,2,"01","02","02","05","03","01","05","01",0,0,2,"01","202212",2,"1037"
"9000214807",42047.914951,61565.409381,0,4,"02","01","01","09","04","02",3,11,"91","01","10","10","03",5,2,"01","08","01","05","03","01","04","01",1,0,5,"01","202301",2,"1037"
"9000214829",6569.722302,9082.1711971,0,1,"02","04","02","05","03","02",1,2,"52","01","05","05","01",1,1,"02","09","02","05","06","01","05","01",0,0,1,"01","202212",0,"1029"
"9000214832",6639.1332954,9052.3072937,0,1,"02","01","02","07","03","02",1,1,"72","01","06","06","01",1,1,"02","09","02","04","03","01","05","01",0,0,1,"01","202301",1,"1033"
"9000214839",7223.5825321,10138.360286,0,2,"02","01","01","02","01","02",2,4,"21","01","06","06","01",3,2,"01","06","01","05","04","01","04","01",1,0,3,"01","202212",0,"1023"
"9000214844",8407.6668618,13461.386119,0,1,"02","01","02","07","03","02",1,0,"72","01","07","07","01",1,1,"02","09","02","04","06","01","03","01",0,0,1,"01","202212",0,"1033"
"9000214845",10408.312422,18164.79161,0,1,"02","01","02","08","04","02",1,2,"82","01","11","11","01",1,1,"02","09","02","04","04","01","05","01",0,0,1,"01","202212",0,"1035"
"9000214853",11907.53441,0,37279.854853,1,"01","02","02","09","04","02",1,5,"92","01","10","10","01",1,2,"02","01","02","05","01","01","05","01",0,0,1,"01","202301",1,"1037"
"9000214873",7199.5354582,0,26445.512808,2,"02","01","02","06","03","02",2,9,"63","01","06","06","01",2,2,"01","10","03","03","01","01","03","01",0,0,2,"01","202301",0,"1031"
"9000214881",6999.5639249,9353.316546,0,2,"01","01","02","09","04","02",2,3,"92","01","09","09","01",2,1,"01","02","02","04","02","01","05","01",0,0,2,"01","202301",2,"1037"
"9000214887",9339.7011455,14771.621803,0,2,"01","01","01","09","04","02",2,3,"93","01","10","10","03",2,3,"01","10","03","03","02","01","01","01",0,0,2,"01","202212",0,"1037"
"9000214888",14321.944556,17749.543417,0,2,"02","01","02","03","02","02",2,1,"33","01","04","04","01",2,2,"01","10","03","03","06","04","06","02",0,0,2,"02","202301",0,"1026"
"9000214892",13507.087088,21161.918382,0,2,"01","01","02","03","02","02",2,4,"34","01","03","03","01",2,1,"01","02","04","06","02","04","06","02",0,0,2,"02","202212",0,"1026"
"9000214896",7620.3104138,9602.4055392,0,1,"03","03","02","03","02","01",1,2,"32","01","06","06","97",1,1,"02","01","02","05","03","01","05","01",0,0,1,"01","202301",0,"1025"
"9000214900",4953.5806994,6984.2560517,0,1,"02","01","02","03","02","02",1,0,"33","01","06","06","01",1,2,"02","01","03","03","05","01","03","01",0,0,1,"01","202212",1,"1025"
"9000214906",14440.352988,20600.770255,0,2,"02","01","02","03","02","02",2,7,"33","01","07","07","01",2,2,"01","10","03","01","03","04","06","02",0,0,2,"02","202301",0,"1026"
"9000214915",17678.387113,21635.901791,0,3,"01","01","02","04","02","02",2,7,"42","01","03","03","03",4,1,"01","06","02","05","05","01","05","01",1,0,4,"01","202212",1,"1027"
"9000214916",6486.3426861,10453.593501,0,2,"01","01","02","03","02","02",2,6,"33","01","10","10","01",2,2,"01","02","03","02","03","04","06","02",0,0,2,"02","202212",2,"1025"
"9000214921",2241.6585445,3194.7797818,0,2,"02","01","02","01","01","02",2,8,"13","01","09","09","01",2,4,"01","10","03","03","06","01","02","01",0,0,2,"01","202212",2,"1021"
"9000214938",23702.327836,0,67694.385426,2,"02","01","02","05","03","02",2,6,"53","01","11","11","01",2,2,"01","10","03","03","07","04","06","02",0,0,2,"02","202301",1,"1030"
"9000214948",7716.8908023,10577.629422,0,1,"03","02","01","05","03","02",1,4,"51","01","04","04","01",1,1,"02","01","01","05","06","01","04","01",0,0,1,"01","202212",1,"1029"
"9000214951",3805.9611172,5229.4559621,0,2,"01","01","02","08","04","02",2,2,"83","01","06","06","01",2,2,"01","10","03","01","06","01","01","01",0,0,2,"01","202212",0,"1035"
"9000214954",2572.4869384,0,7613.9674834,1,"02","04","02","07","03","02",2,2,"73","01","05","05","01",2,2,"01","07","03","01","01","04","06","02",1,0,2,"01","202212",1,"1033"
"9000214964",60995.186402,93553.124523,0,3,"03","01","02","09","04","02",1,6,"93","01","05","05","01",4,4,"01","06","03","02","04","01","02","01",1,0,4,"01","202301",2,"1037"
"9000214969",7027.1668595,11338.277716,0,2,"01","01","02","04","02","02",2,4,"43","01","07","07","01",2,1,"01","10","03","01","03","04","06","02",0,0,2,"02","202212",1,"1028"
"9000214983",8676.7630215,11668.905933,0,3,"04","01","02","03","02","02",3,0,"33","01","07","07","01",5,5,"01","06","03","03","02","04","06","02",2,0,5,"02","202301",2,"1026"
"9000214987",5506.1644496,7552.7505526,0,1,"02","02","01","05","03","02",1,0,"51","01","05","05","01",1,1,"02","01","01","05","03","01","04","01",0,0,1,"01","202212",0,"1029"
"9000214992",15706.75481,22159.158349,0,2,"03","01","02","02","01","02",2,4,"23","01","05","05","01",3,2,"01","06","03","01","02","02","06","01",1,0,3,"01","202212",2,"1023"
"9000214999",8586.3278549,21408.845351,0,2,"01","01","02","01","01","02",2,6,"13","01","11","11","01",4,2,"01","04","03","01","04","04","06","02",2,0,4,"02","202212",0,"1022"
"9000215002",13429.439887,21059.600008,0,2,"02","01","02","07","03","02",2,0,"72","01","09","09","02",2,3,"01","10","02","05","02","01","05","01",0,0,2,"01","202301",0,"1033"
"9000215006",13070.79252,0,36347.290868,2,"02","01","02","05","03","02",2,4,"52","01","09","09","01",2,2,"01","10","02","04","01","01","05","01",0,0,2,"01","202212",0,"1029"
"9000215015",5811.230205,0,9458.4566752,2,"01","01","02","01","01","02",2,11,"13","01","07","07","01",5,2,"01","04","03","01","01","01","01","01",3,0,5,"01","202212",1,"1022"
"9000215025",20725.824224,31942.900262,0,2,"03","03","02","08","04","02",2,4,"82","01","06","06","01",2,2,"01","02","02","05","04","01","05","01",0,0,2,"01","202212",2,"1035"
"9000215032",16792.555386,21739.967996,0,3,"03","03","02","01","01","02",2,0,"13","01","07","07","01",4,2,"01","06","03","03","02","02","06","01",1,0,4,"01","202301",2,"1021"
"9000215036",8065.7275796,12242.846881,0,2,"01","01","01","01","01","02",2,9,"11","01","10","10","01",4,2,"01","06","01","05","03","01","04","01",2,0,4,"01","202212",2,"1021"
"9000215038",2266.2184198,3131.5461987,0,2,"02","01","02","03","02","02",2,4,"32","01","08","08","01",2,2,"01","10","02","05","02","01","05","01",0,0,2,"01","202301",0,"1025"
"9000215052",4807.4981318,6610.5593257,0,2,"03","03","02","08","04","02",0,2,"82","01","04","04","01",2,0,"01","10","02","04","03","01","03","01",0,0,2,"01","202212",0,"1035"
"9000215076",19648.179485,29319.581557,0,2,"01","01","02","09","04","02",2,0,"93","01","06","06","01",2,2,"01","10","03","01","03","02","06","01",0,0,2,"01","202301",0,"1037"
"9000215081",17516.116789,0,56953.792551,1,"03","03","02","07","03","02",1,3,"72","01","03","03","01",1,0,"02","09","02","05","01","01","05","01",0,0,1,"01","202212",0,"1033"
"9000215085",18906.311102,30231.456715,0,1,"01","01","02","08","04","02",0,0,"82","01","02","02","01",1,0,"02","09","02","05","06","01","05","01",0,0,1,"01","202212",0,"1035"
"9000215098",11310.372073,15308.889475,0,1,"03","03","01","09","04","02",1,5,"91","01","07","07","01",1,1,"02","01","01","05","03","01","04","01",0,0,1,"01","202301",1,"1037"
"9000215106",18411.441284,24450.526823,0,4,"01","01","02","03","02","01",4,8,"33","01","03","03","01",7,3,"01","06","03","01","04","01","01","01",3,0,7,"01","202212",0,"1025"
"9000215111",4274.371422,0,12318.019414,2,"02","01","02","02","01","02",2,10,"23","01","08","08","01",2,3,"01","02","03","01","07","02","06","01",0,0,2,"01","202212",2,"1023"
"9000215114",4092.3155649,5688.4830317,0,2,"03","03","02","03","02","02",0,0,"32","01","03","03","03",2,0,"01","02","02","04","02","01","05","01",0,0,2,"01","202212",1,"1025"
"9000215119",20671.784293,32988.11664,0,3,"01","01","02","04","02","02",3,2,"42","01","-7","05","01",3,3,"01","02","02","04","03","04","06","02",0,0,3,"02","202212",3,"1028"
"9000215127",2790.9434401,3977.2406591,0,2,"02","02","02","03","02","02",2,2,"32","01","08","08","01",2,2,"01","10","02","05","02","02","06","01",0,0,2,"01","202212",0,"1025"
"9000215148",9299.7848961,13982.285541,0,1,"01","01","01","03","02","02",1,0,"31","01","04","04","01",1,1,"02","09","01","05","06","01","04","01",0,0,1,"01","202212",0,"1025"
"9000215154",6595.674357,0,16931.009863,2,"02","01","02","08","04","02",2,0,"83","01","07","07","01",2,3,"01","10","03","03","01","01","03","01",0,0,2,"01","202212",0,"1035"
"9000215156",8925.6763306,15183.621307,0,2,"01","01","02","06","03","02",2,2,"62","01","10","10","01",2,2,"01","02","02","04","04","01","03","01",0,0,2,"01","202212",2,"1031"
"9000215161",10928.960874,0,43379.392845,3,"03","03","02","08","04","01",2,0,"82","01","04","04","97",3,2,"01","08","02","04","01","01","05","01",0,0,3,"01","202212",0,"1035"
"9000215179",2945.9871706,0,10259.972193,2,"03","03","02","07","03","02",2,2,"72","01","04","04","01",2,2,"01","02","02","04","01","01","05","01",0,0,2,"01","202212",1,"1033"
"9000215182",19197.858923,27771.052445,0,1,"02","01","01","05","03","02",1,2,"51","01","06","06","01",1,1,"02","09","01","05","04","01","04","01",0,0,1,"01","202301",0,"1029"
"9000215197",5979.4383975,8258.8515939,0,2,"02","04","02","03","02","02",2,0,"32","02","07","07","01",4,2,"01","06","02","05","03","01","05","01",2,0,3,"01","202212",2,"1025"
"9000215211",4977.07216,7982.3183802,0,2,"01","01","02","03","02","02",2,2,"33","01","-7","10","01",5,2,"01","06","03","02","02","02","06","01",3,0,5,"01","202212",2,"1025"
"9000215214",4977.07216,7982.3183802,0,2,"01","01","01","03","02","02",2,6,"31","01","11","11","01",4,2,"01","04","01","04","02","01","01","01",1,1,3,"01","202212",2,"1025"
"9000215221",7806.9265313,0,18704.643575,2,"01","01","02","03","02","02",2,9,"33","01","08","08","01",2,2,"01","10","03","01","01","02","06","01",0,0,2,"01","202212",0,"1025"
"9000215227",2328.8493499,3165.531562,0,1,"03","02","02","03","02","02",1,0,"33","01","01","01","01",1,1,"02","01","03","01","02","01","01","01",0,0,1,"01","202212",1,"1025"
"9000215231",13272.940182,0,36690.698134,3,"01","01","01","02","01","02",3,2,"21","01","07","07","03",3,2,"01","10","01","05","01","01","04","01",0,0,3,"01","202212",0,"1023"
"9000215235",7858.5556284,10963.050649,0,1,"03","03","02","09","04","02",1,3,"93","01","06","06","03",1,1,"02","01","03","02","04","01","02","01",0,0,1,"01","202212",1,"1037"
"9000215280",29316.639882,0,92701.710436,1,"01","02","01","09","04","02",1,8,"91","01","09","09","01",2,1,"01","07","01","05","07","01","04","01",1,0,2,"01","202212",1,"1037"
"9000215282",7980.7243248,11428.758767,0,2,"01","01","01","03","02","02",2,10,"31","01","06","06","01",2,2,"01","10","01","05","03","01","04","01",0,0,2,"01","202212",1,"1025"
"9000215300",9216.2931794,13294.775025,0,2,"01","01","01","01","01","02",2,12,"11","01","11","11","01",4,2,"01","06","01","05","03","01","04","01",2,0,4,"01","202301",2,"1021"
"9000215308",10204.835161,12570.910122,0,1,"01","01","02","07","03","01",1,1,"72","01","07","07","01",1,1,"02","01","02","04","03","01","05","01",0,0,1,"01","202301",1,"1033"
"9000215325",7847.0689429,10483.210613,0,1,"01","01","02","06","03","02",1,2,"63","01","05","05","01",1,2,"02","01","03","01","03","02","06","01",0,0,1,"01","202301",1,"1031"
"9000215340",13458.306794,0,48591.545225,1,"03","02","02","05","03","02",1,7,"53","01","06","06","01",1,1,"02","01","03","03","07","01","03","01",0,0,1,"01","202212",1,"1029"
"9000215341",10378.075306,13819.633021,0,1,"02","01","02","07","03","02",1,3,"72","01","08","08","01",1,1,"02","09","02","05","04","02","06","01",0,0,1,"01","202301",0,"1033"
"9000215342",17543.753212,0,38528.875705,3,"01","01","01","05","03","02",3,0,"51","01","10","10","02",3,3,"01","10","01","05","01","01","04","01",0,0,3,"01","202212",1,"1029"
"9000215357",5699.1651126,8435.4588061,0,2,"01","01","02","08","04","02",3,11,"83","01","09","09","01",5,4,"01","06","03","01","02","01","01","01",3,0,5,"01","202212",3,"1035"
"9000215372",4944.8119628,7610.0629853,0,2,"01","01","01","03","02","02",2,4,"31","01","09","09","01",2,3,"01","02","01","05","05","01","04","01",0,0,2,"01","202212",2,"1025"
"9000215374",3981.7211119,0,14626.161635,2,"03","03","02","02","01","02",1,4,"23","01","05","05","01",2,1,"01","02","03","03","07","01","02","01",0,0,2,"01","202212",2,"1023"
"9000215392",21525.009804,31743.118391,0,2,"03","01","02","05","03","01",2,0,"53","01","11","11","01",2,2,"01","10","03","03","06","01","02","01",0,0,2,"01","202212",1,"1029"
"9000215409",24364.860141,32719.347288,0,1,"02","01","02","07","03","02",1,2,"73","01","04","04","02",1,2,"02","09","03","01","03","02","06","01",0,0,1,"01","202301",0,"1033"
"9000215424",14891.109111,22392.296429,0,1,"02","01","02","08","04","02",1,2,"82","01","10","10","01",1,2,"02","01","02","04","04","01","05","01",0,0,1,"01","202301",1,"1035"
"9000215432",4298.6152355,6358.1338475,0,2,"02","01","02","05","03","02",2,8,"53","01","08","08","01",2,2,"01","10","03","03","05","01","03","01",0,0,2,"01","202212",0,"1029"
"9000215435",16262.314962,23162.619828,0,2,"01","01","02","05","03","02",2,15,"53","01","10","10","01",6,2,"01","04","03","03","06","01","03","01",3,1,5,"01","202301",2,"1029"
"9000215440",4688.2608946,7313.033623,0,2,"01","01","02","08","04","02",2,4,"83","01","11","11","01",2,2,"01","02","03","03","03","01","02","01",0,0,2,"01","202212",2,"1035"
